Hand_ID,Session_ID,Game_start,Game_duration,Hole_Card,Hand_Value,Winner,Pot,WinLoss,Leaderboard_points,Insurance
SG4754,4754,"March 12, 2022, 12:00:00 AM",02:20,9H/5H,8 High,Jessica Sanders,0.82,0.8,0.74,0.34
SG4755,4755,"November 17, 2021, 12:00:00 AM",06:20,10S/JD,Pair of 2s,Shelley Foster,0.36,0.54,0.56,0.34
SG4756,4756,"October 02, 2021, 12:00:00 AM",21:50,JS/10H,A High,Dillon Lyons,0.29,0.23,0.88,0.81
SG4757,4757,"November 30, 2021, 12:00:00 AM",22:45,JD/JD,A High,Charles Atkinson,0.94,0.59,0.26,0.78
SG4758,4758,"January 27, 2022, 12:00:00 AM",05:20,KC/2C,Pair of As,Johnathan Scott,0.79,0.25,0.99,0.37
SG4759,4759,"January 20, 2022, 12:00:00 AM",06:40,5D/3C,8 High,Kimberly Mann,0.88,0.75,0.9,0.46
SG4760,4760,"December 27, 2021, 12:00:00 AM",22:50,JH/8H,A High,Amber Salas,0.34,0.52,0.42,0.04
SG4761,4761,"November 02, 2021, 12:00:00 AM",00:00,7S/10S,10 High,Daniel Hall,0.18,0.59,0.6,0.26
SG4762,4762,"January 04, 2022, 12:00:00 AM",07:15,7S/5D,A High,Amanda Spencer,0.13,0.91,0.42,0.09
SG4763,4763,"March 10, 2022, 12:00:00 AM",13:25,7C/JD,10 High,Kristen Green,0.03,0.61,0.85,0.69
SG4764,4764,"June 07, 2021, 12:00:00 AM",15:15,KC/QH,Pair of As,Diane Davidson,0.9,0.99,0.56,0.94
SG4765,4765,"October 01, 2021, 12:00:00 AM",03:20,KC/3S,A High,Mark Curry,0.18,0.23,0.44,0.3
SG4766,4766,"October 21, 2021, 12:00:00 AM",03:05,4D/AC,Pair of 2s,Mr. Jacob Allen,0.77,0.57,0.64,0.11
SG4767,4767,"December 19, 2021, 12:00:00 AM",06:45,2D/9D,Pair of As,Joshua Singh,0.06,0.54,0.36,0.84
SG4768,4768,"November 23, 2021, 12:00:00 AM",07:20,3H/9D,Pair of 2s,David Lewis,0.95,0.02,0.05,0.59
SG4769,4769,"December 19, 2021, 12:00:00 AM",18:45,6S/4C,A High,Jeffery Jones,0.01,0.95,0.5,0.41
SG4770,4770,"February 21, 2022, 12:00:00 AM",20:40,2H/10D,8 High,David Phillips,0.28,0.19,0.46,0.44
SG4771,4771,"June 03, 2022, 12:00:00 AM",08:05,7S/QS,8 High,Jodi Williams,0.85,0.11,0.3,0.87
SG4772,4772,"November 19, 2021, 12:00:00 AM",07:55,2D/5D,10 High,Nancy Sullivan DDS,0.81,0.45,0.21,0.82
SG4773,4773,"August 10, 2021, 12:00:00 AM",16:50,JH/7D,Pair of 2s,Barbara Ross,0.96,0.07,0.72,0.37
SG4774,4774,"April 04, 2022, 12:00:00 AM",22:35,JH/QD,Pair of 2s,Terri Miranda,0.99,0.4,0.34,0.97
SG4775,4775,"February 05, 2022, 12:00:00 AM",10:20,9D/6C,Pair of 2s,Michael Roberts,0.49,0.48,0.45,0.84
SG4776,4776,"March 28, 2022, 12:00:00 AM",01:25,3D/10S,10 High,Stephanie Salazar,0.55,0.04,0.82,0.21
SG4777,4777,"September 09, 2021, 12:00:00 AM",17:25,7D/4D,Pair of 2s,Clinton Harper,0.34,0.43,0.59,0.58
SG4778,4778,"April 12, 2022, 12:00:00 AM",02:45,8S/JD,Pair of 2s,Sherri Steele,0.02,0.94,0.31,0.01
SG4779,4779,"May 15, 2022, 12:00:00 AM",08:15,QH/2C,Pair of As,Michael Campbell DDS,0.48,0.85,0.87,0.88
SG4780,4780,"February 06, 2022, 12:00:00 AM",03:40,10S/7S,Pair of 2s,Kathryn Bailey,0.28,0.73,0.32,0.87
SG4781,4781,"May 31, 2022, 12:00:00 AM",17:30,AH/JS,10 High,Samantha Cox,0.01,0.66,0.62,0.94
SG4782,4782,"February 19, 2022, 12:00:00 AM",21:30,5H/7C,8 High,Laura Meyer,0.22,0.8,0.16,0.63
SG4783,4783,"November 18, 2021, 12:00:00 AM",23:20,4H/10H,8 High,Tracy Mays,0.74,0.76,0.93,0.79
SG4784,4784,"January 06, 2022, 12:00:00 AM",10:30,10S/7D,Pair of 2s,Ruth Roberts,0.99,0.04,0.45,0.5
SG4785,4785,"February 16, 2022, 12:00:00 AM",23:40,10H/8S,A High,Shelley Johnson,0.92,0.19,0.77,0.43
SG4786,4786,"September 10, 2021, 12:00:00 AM",02:25,7D/8H,10 High,Aaron Chavez,0.65,0.96,0.62,0.48
SG4787,4787,"March 09, 2022, 12:00:00 AM",14:50,AC/5S,A High,Daniel Jackson,0.08,0.97,0.21,0.12
SG4788,4788,"January 28, 2022, 12:00:00 AM",20:25,9C/QH,A High,Sylvia Taylor,0.93,0.67,0.98,0.64
SG4789,4789,"September 06, 2021, 12:00:00 AM",12:55,9D/2D,8 High,Gordon Galloway,0.81,0.41,0.4,0.17
SG4790,4790,"March 05, 2022, 12:00:00 AM",08:10,JH/8D,Pair of As,Cassandra Martin,0.59,0.7,0.68,0.96
SG4791,4791,"September 24, 2021, 12:00:00 AM",03:00,2D/9D,10 High,Mrs. Susan Taylor,0.12,0.88,0.08,0.61
SG4792,4792,"October 02, 2021, 12:00:00 AM",00:15,JS/7D,8 High,John Hall,0.04,0.41,0.25,0.11
SG4793,4793,"March 15, 2022, 12:00:00 AM",15:15,6D/5S,Pair of 2s,Monica Smith,0.38,0.09,0.59,0.77
SG4794,4794,"September 15, 2021, 12:00:00 AM",08:15,JD/3H,8 High,Lisa Austin,0.94,0.21,0.84,0.75
SG4795,4795,"July 05, 2021, 12:00:00 AM",15:45,KD/6S,Pair of As,Deborah Sanchez,0.49,0.78,0.65,0.47
SG4796,4796,"December 03, 2021, 12:00:00 AM",18:35,4H/JC,10 High,Claudia Phelps,0.06,0.15,0.4,0.84
SG4797,4797,"February 02, 2022, 12:00:00 AM",00:10,QC/8S,Pair of 2s,Sean Cochran,0.75,0.84,0.66,0.12
SG4798,4798,"February 12, 2022, 12:00:00 AM",05:50,KC/6S,Pair of As,Caroline Schmidt,0.68,0.69,0.75,0.63
SG4799,4799,"October 18, 2021, 12:00:00 AM",17:10,3H/8C,8 High,Crystal Hughes,0.13,0.31,0.65,0.39
SG4800,4800,"November 15, 2021, 12:00:00 AM",14:35,8C/8D,10 High,Charles Johnson,0.78,0.93,0.68,0.54
SG4801,4801,"August 30, 2021, 12:00:00 AM",04:20,5H/7D,8 High,Lisa Peterson,0.57,0.68,0.17,0.81
SG4802,4802,"August 02, 2021, 12:00:00 AM",08:00,KS/JC,10 High,George Kennedy,0.42,0.87,0.9,0.14
SG4803,4803,"October 13, 2021, 12:00:00 AM",23:00,7H/9D,Pair of As,Jennifer Hall DDS,0.39,0.99,0.87,0.7
SG4804,4804,"April 30, 2022, 12:00:00 AM",16:45,AD/AC,Pair of 2s,Jillian Rodriguez,0.14,0.5,0.47,0.82
SG4805,4805,"April 21, 2022, 12:00:00 AM",15:25,7C/7H,10 High,Lisa Lewis,0.78,0.62,0.13,0.13
SG4806,4806,"August 25, 2021, 12:00:00 AM",20:05,JS/10C,A High,Joe Barnes,0.19,0.78,0.85,0.46
SG4807,4807,"November 30, 2021, 12:00:00 AM",10:30,AH/6H,10 High,Chad Rodriguez MD,0.03,0.7,0.97,0.67
SG4808,4808,"March 15, 2022, 12:00:00 AM",20:05,5D/JH,A High,Dennis Robinson,0.85,0.36,0.74,0.38
SG4809,4809,"March 06, 2022, 12:00:00 AM",20:05,JH/QH,A High,Allison Whitehead,0.91,0.49,0.32,0.24
SG4810,4810,"July 21, 2021, 12:00:00 AM",14:25,6C/AS,Pair of As,Blake Chapman,0.17,0.6,0.1,0.0
SG4811,4811,"September 04, 2021, 12:00:00 AM",06:05,4H/10D,Pair of As,Samuel Collins,0.76,0.78,0.67,0.57
SG4812,4812,"February 18, 2022, 12:00:00 AM",19:15,8D/10C,A High,Shannon Powell,0.09,0.39,0.95,0.73
SG4813,4813,"February 28, 2022, 12:00:00 AM",04:40,JC/8S,Pair of As,Kelly Smith,0.2,0.34,0.95,0.73
SG4814,4814,"September 13, 2021, 12:00:00 AM",05:40,JS/5S,Pair of As,John Simmons,0.52,0.51,0.98,0.5
SG4815,4815,"June 01, 2022, 12:00:00 AM",12:15,2H/JD,10 High,Chad Richards,0.96,0.73,0.34,0.28
SG4816,4816,"November 13, 2021, 12:00:00 AM",13:00,6D/6H,A High,Eric Peterson,0.36,0.05,0.11,0.89
SG4817,4817,"December 20, 2021, 12:00:00 AM",10:35,2D/4S,Pair of 2s,Pamela Griffin,0.95,0.32,0.43,0.04
SG4818,4818,"October 29, 2021, 12:00:00 AM",22:05,8S/5C,Pair of As,Eric Pierce,0.0,0.81,0.98,0.53
SG4819,4819,"November 01, 2021, 12:00:00 AM",13:30,KC/4C,Pair of As,Amanda Alexander,0.44,0.1,0.75,0.31
SG4820,4820,"October 13, 2021, 12:00:00 AM",20:15,2D/4C,Pair of As,Amanda Long,0.88,0.15,0.17,0.45
SG4821,4821,"November 15, 2021, 12:00:00 AM",05:10,JC/6D,8 High,Robert Davidson,0.67,1.0,0.39,0.34
SG4822,4822,"June 09, 2021, 12:00:00 AM",09:45,QC/6C,8 High,Adam Griffin,0.38,0.05,0.52,0.25
SG4823,4823,"July 18, 2021, 12:00:00 AM",21:05,AC/10H,Pair of 2s,Laura Miller,0.42,0.77,0.68,0.68
SG4824,4824,"May 22, 2022, 12:00:00 AM",01:55,6S/3S,Pair of 2s,Melissa Mcguire,0.12,0.16,0.98,0.8
SG4825,4825,"February 08, 2022, 12:00:00 AM",18:30,3S/9H,Pair of As,Theresa Cain,0.75,0.46,0.8,0.69
SG4826,4826,"June 11, 2021, 12:00:00 AM",00:00,KD/8C,8 High,Marissa Miller,0.99,0.89,0.58,0.57
SG4827,4827,"March 08, 2022, 12:00:00 AM",02:20,8S/10D,Pair of 2s,Jesse Avila,0.33,0.24,0.27,0.74
SG4828,4828,"August 26, 2021, 12:00:00 AM",05:55,AS/8C,10 High,Zachary Park,0.38,0.92,0.75,0.21
SG4829,4829,"August 28, 2021, 12:00:00 AM",20:05,QC/3H,10 High,David Roberts,0.34,0.57,0.33,0.66
SG4830,4830,"December 02, 2021, 12:00:00 AM",16:55,2C/KD,Pair of 2s,James Johnson,0.83,0.46,0.53,0.0
SG4831,4831,"May 07, 2022, 12:00:00 AM",13:50,7S/9S,Pair of 2s,Tara Avery,0.03,0.57,0.28,0.55
SG4832,4832,"April 28, 2022, 12:00:00 AM",14:35,JC/AD,8 High,Jacob Russell,0.74,0.8,0.81,0.05
SG4833,4833,"January 15, 2022, 12:00:00 AM",06:00,JD/10S,8 High,Brian Bush,0.51,0.34,0.07,0.46
SG4834,4834,"January 19, 2022, 12:00:00 AM",21:15,KH/2H,Pair of 2s,Joshua Bryan,0.6,0.47,0.31,0.84
SG4835,4835,"September 17, 2021, 12:00:00 AM",01:20,4S/10C,Pair of 2s,Mary Foster,0.44,0.92,0.87,0.04
SG4836,4836,"November 16, 2021, 12:00:00 AM",06:25,3C/9S,Pair of 2s,Joel Hawkins,0.03,0.66,0.93,0.84
SG4837,4837,"November 01, 2021, 12:00:00 AM",00:15,5S/6D,8 High,Carolyn Simmons,0.47,0.06,0.77,0.05
SG4838,4838,"December 12, 2021, 12:00:00 AM",07:45,2C/JC,A High,Gail Pratt,0.51,0.42,0.73,0.81
SG4839,4839,"September 03, 2021, 12:00:00 AM",02:20,QD/AH,8 High,Victoria Tyler,0.24,0.39,0.42,0.59
SG4840,4840,"March 18, 2022, 12:00:00 AM",08:05,KS/8C,A High,Eric Silva,0.44,0.05,0.12,0.73
SG4841,4841,"April 29, 2022, 12:00:00 AM",10:35,QC/7D,8 High,Mary Dixon,0.16,0.95,0.86,0.28
SG4842,4842,"December 14, 2021, 12:00:00 AM",22:10,7S/9C,10 High,Lori Richmond,0.95,0.1,0.0,0.7
SG4843,4843,"August 03, 2021, 12:00:00 AM",13:20,QD/QD,10 High,Jonathan Castro,0.4,0.28,0.66,0.42
SG4844,4844,"July 23, 2021, 12:00:00 AM",21:35,8D/9D,Pair of 2s,Kimberly Johnson,0.36,0.06,0.78,0.19
SG4845,4845,"March 10, 2022, 12:00:00 AM",09:05,10S/5S,A High,Eric Hudson,0.01,0.35,0.87,0.85
SG4846,4846,"March 28, 2022, 12:00:00 AM",08:25,3D/6D,A High,Angela Fischer,0.85,0.24,0.4,0.72
SG4847,4847,"August 19, 2021, 12:00:00 AM",16:50,4H/5C,Pair of 2s,Jason Mcneil,0.83,0.13,0.48,0.16
SG4848,4848,"November 15, 2021, 12:00:00 AM",01:25,7H/5S,A High,Kimberly Thompson,0.66,0.19,0.97,0.47
SG4849,4849,"August 25, 2021, 12:00:00 AM",04:00,KC/9D,Pair of As,Ashley Simpson,0.59,0.27,0.37,0.57
SG4850,4850,"April 20, 2022, 12:00:00 AM",20:00,9D/7S,Pair of As,Debra Oneill,0.18,0.7,0.42,0.57
SG4851,4851,"September 13, 2021, 12:00:00 AM",18:30,5D/5C,8 High,John Gaines,0.44,0.81,0.29,0.13
SG4852,4852,"April 04, 2022, 12:00:00 AM",22:00,10C/7H,A High,Stephen Reynolds,0.28,0.01,0.23,0.24
SG4853,4853,"December 11, 2021, 12:00:00 AM",02:25,QS/2C,Pair of As,Alicia Sanders,0.87,1.0,0.15,0.56
SG4854,4854,"February 26, 2022, 12:00:00 AM",05:45,9S/5H,10 High,Alexander Nelson,0.47,0.76,0.48,0.44
SG4855,4855,"February 15, 2022, 12:00:00 AM",02:40,2D/9C,10 High,Jason Flores,0.49,0.46,0.72,0.03
SG4856,4856,"January 30, 2022, 12:00:00 AM",18:15,JH/9H,Pair of As,Mary Chavez,0.51,0.79,0.62,0.26
SG4857,4857,"January 05, 2022, 12:00:00 AM",19:15,7D/10D,8 High,Tara Acosta,0.57,0.55,0.04,0.97
SG4858,4858,"April 30, 2022, 12:00:00 AM",02:30,3S/QD,Pair of As,Robert Fernandez,0.4,0.42,0.08,0.18
SG4859,4859,"December 16, 2021, 12:00:00 AM",10:35,8H/9S,10 High,Megan Esparza,0.27,0.56,0.37,0.43
SG4860,4860,"July 05, 2021, 12:00:00 AM",10:05,JC/10H,10 High,Amber Dean,0.79,0.05,0.51,0.38
SG4861,4861,"November 14, 2021, 12:00:00 AM",22:25,8H/JC,Pair of 2s,Amanda Black,0.62,0.3,0.09,0.18
SG4862,4862,"February 12, 2022, 12:00:00 AM",11:10,6C/10D,10 High,Eric Moore,0.1,0.28,0.23,0.05
SG4863,4863,"May 27, 2022, 12:00:00 AM",08:20,5D/7D,Pair of 2s,Janet Rose,0.8,0.4,0.63,0.71
SG4864,4864,"August 25, 2021, 12:00:00 AM",02:10,8C/3D,10 High,Hannah Cameron,0.28,0.05,0.5,0.64
SG4865,4865,"June 06, 2021, 12:00:00 AM",14:20,5D/7S,Pair of As,Charles Reyes,0.03,0.15,0.95,0.13
SG4866,4866,"September 18, 2021, 12:00:00 AM",23:25,JH/3H,10 High,Michelle Curtis,0.96,0.87,0.58,0.43
SG4867,4867,"July 08, 2021, 12:00:00 AM",13:50,QH/KS,A High,Michael Peterson,0.35,0.45,0.57,0.64
SG4868,4868,"February 06, 2022, 12:00:00 AM",19:45,5H/7C,8 High,Brenda Newman,0.96,0.28,0.36,0.18
SG4869,4869,"January 11, 2022, 12:00:00 AM",07:55,JH/JH,10 High,Charles Davis,0.83,0.51,0.62,0.32
SG4870,4870,"December 30, 2021, 12:00:00 AM",05:05,3S/KC,10 High,Laura Walker,0.98,0.04,0.78,0.12
SG4871,4871,"September 08, 2021, 12:00:00 AM",15:00,8H/6C,Pair of As,Michelle Rose,0.86,0.16,0.06,0.47
SG4872,4872,"December 08, 2021, 12:00:00 AM",04:40,3D/4C,10 High,Jaime Ramos,0.4,0.54,0.24,0.92
SG4873,4873,"January 08, 2022, 12:00:00 AM",07:05,7D/QH,8 High,William Ortega,0.01,0.61,0.66,0.47
SG4874,4874,"June 14, 2021, 12:00:00 AM",00:35,KC/6C,Pair of 2s,Jill Barnes,0.4,0.19,0.79,0.9
SG4875,4875,"April 09, 2022, 12:00:00 AM",04:20,5S/5D,Pair of 2s,Nicholas Williams,0.18,0.32,0.85,0.63
SG4876,4876,"March 06, 2022, 12:00:00 AM",21:50,JD/QD,Pair of As,Jeremy Strickland,0.43,0.57,0.37,0.94
SG4877,4877,"April 21, 2022, 12:00:00 AM",23:05,9H/2S,Pair of 2s,Thomas Willis,0.08,0.84,0.85,0.93
SG4878,4878,"August 23, 2021, 12:00:00 AM",09:10,2C/8H,Pair of As,Nathaniel Russell,0.92,0.9,0.67,0.7
SG4879,4879,"June 20, 2021, 12:00:00 AM",09:00,4S/3H,10 High,Alicia Mccarthy,0.08,0.7,0.81,0.56
SG4880,4880,"March 09, 2022, 12:00:00 AM",07:50,4C/5H,Pair of As,Daniel Kelly,0.62,0.17,0.93,0.72
SG4881,4881,"February 11, 2022, 12:00:00 AM",21:20,QC/JH,8 High,Tanya Zuniga,0.16,0.95,0.39,0.16
SG4882,4882,"April 13, 2022, 12:00:00 AM",07:40,10C/2H,10 High,Marisa Miller,0.5,0.69,0.25,0.94
SG4883,4883,"November 25, 2021, 12:00:00 AM",10:00,6D/AC,Pair of 2s,Thomas Peterson,0.04,0.01,0.01,0.58
SG4884,4884,"March 29, 2022, 12:00:00 AM",19:20,8D/3D,10 High,Joseph White,0.48,0.28,0.35,0.81
SG4885,4885,"December 22, 2021, 12:00:00 AM",10:25,2S/6C,10 High,Robert Wright,0.24,0.55,0.82,0.71
SG4886,4886,"February 18, 2022, 12:00:00 AM",07:10,4D/6D,A High,Autumn Bowman,0.7,0.69,0.36,0.19
SG4887,4887,"January 25, 2022, 12:00:00 AM",04:40,9H/QD,Pair of 2s,Logan Hunter,0.96,0.57,0.79,1.0
SG4888,4888,"March 20, 2022, 12:00:00 AM",22:30,2S/8D,Pair of As,Rebecca Rodriguez,0.49,0.82,0.11,0.29
SG4889,4889,"May 31, 2022, 12:00:00 AM",16:50,2D/2D,Pair of 2s,Darrell Hall,0.15,0.95,0.79,0.4
SG4890,4890,"March 13, 2022, 12:00:00 AM",15:15,3D/JS,Pair of 2s,Dennis Simmons,0.52,0.69,0.46,0.54
SG4891,4891,"April 02, 2022, 12:00:00 AM",04:25,6D/8C,Pair of 2s,Mario Patel,0.6,0.44,0.28,0.74
SG4892,4892,"December 08, 2021, 12:00:00 AM",18:45,6H/QC,A High,Cheryl Stevens,0.71,0.27,0.03,0.9
SG4893,4893,"June 17, 2021, 12:00:00 AM",07:50,2D/4S,10 High,Michael Ferrell,0.25,0.12,0.25,0.84
SG4894,4894,"February 22, 2022, 12:00:00 AM",13:25,QD/AH,Pair of As,Chelsea Gardner,0.04,0.28,0.54,0.17
SG4895,4895,"September 06, 2021, 12:00:00 AM",02:20,4D/KD,10 High,Devin Turner,0.83,0.18,0.91,0.34
SG4896,4896,"May 26, 2022, 12:00:00 AM",22:15,QD/3S,Pair of 2s,David Hughes,0.74,0.16,0.63,0.16
SG4897,4897,"July 24, 2021, 12:00:00 AM",10:25,AC/6H,A High,John Dickerson,0.18,0.07,0.96,0.58
SG4898,4898,"September 16, 2021, 12:00:00 AM",18:05,2D/QS,8 High,Autumn Wilson,0.51,0.71,0.57,0.67
SG4899,4899,"October 25, 2021, 12:00:00 AM",06:35,2S/6S,Pair of As,Jason Stewart,0.88,0.68,0.84,0.41
SG4900,4900,"August 06, 2021, 12:00:00 AM",07:55,KC/7H,Pair of As,Carolyn Lopez,0.93,0.57,0.27,0.24
SG4901,4901,"March 25, 2022, 12:00:00 AM",10:45,8H/9C,Pair of As,James Rowe,0.06,0.26,0.87,0.8
SG4902,4902,"June 14, 2021, 12:00:00 AM",22:10,7H/4D,10 High,Sara Boyd,0.38,0.13,0.88,0.99
SG4903,4903,"December 01, 2021, 12:00:00 AM",05:15,JS/7S,Pair of 2s,Samantha King,0.3,0.46,0.94,0.49
SG4904,4904,"December 10, 2021, 12:00:00 AM",16:50,AD/7C,Pair of As,Angel Rollins,0.08,0.86,0.26,0.76
SG4905,4905,"October 10, 2021, 12:00:00 AM",22:10,10D/8S,8 High,Danielle Bennett,0.39,0.9,0.81,0.44
SG4906,4906,"April 14, 2022, 12:00:00 AM",16:35,KS/10S,Pair of 2s,Mary Davis,0.16,0.63,0.36,0.29
SG4907,4907,"September 03, 2021, 12:00:00 AM",02:30,3D/10H,10 High,Marie Chavez,0.95,0.78,0.58,0.52
SG4908,4908,"March 16, 2022, 12:00:00 AM",09:25,6C/4C,A High,Erin Larsen,0.38,0.02,0.03,0.96
SG4909,4909,"March 20, 2022, 12:00:00 AM",13:35,KS/JS,A High,Roberto Sanford,0.37,0.69,0.63,0.99
SG4910,4910,"May 05, 2022, 12:00:00 AM",14:40,10D/JS,A High,Donna Cardenas,0.62,0.18,0.28,0.98
SG4911,4911,"May 24, 2022, 12:00:00 AM",02:20,9D/AD,8 High,Elizabeth Burton,0.01,0.28,0.2,0.48
SG4912,4912,"March 03, 2022, 12:00:00 AM",22:55,4D/7H,Pair of 2s,Jasmine Torres,0.22,0.63,0.05,0.3
SG4913,4913,"January 27, 2022, 12:00:00 AM",10:20,QS/3H,A High,Mr. Peter Stevens,0.36,0.11,0.76,0.4
SG4914,4914,"March 18, 2022, 12:00:00 AM",10:35,JD/4C,A High,Erin Munoz,0.97,0.42,0.94,0.61
SG4915,4915,"February 16, 2022, 12:00:00 AM",13:50,4D/8S,A High,Charles Frank,0.99,0.6,0.59,0.76
SG4916,4916,"March 22, 2022, 12:00:00 AM",19:15,KD/10H,10 High,Paige Delgado,0.2,0.61,0.09,1.0
SG4917,4917,"November 22, 2021, 12:00:00 AM",11:05,3H/QS,Pair of As,Jeffrey Mcmahon,0.47,0.75,0.71,0.2
SG4918,4918,"March 18, 2022, 12:00:00 AM",10:20,2C/7S,Pair of As,Dustin Miller,0.77,0.56,0.94,0.55
SG4919,4919,"November 25, 2021, 12:00:00 AM",22:25,7S/2H,10 High,Michael Walters,0.72,0.2,0.44,0.71
SG4920,4920,"May 12, 2022, 12:00:00 AM",11:50,3D/8D,8 High,Traci Edwards,0.36,0.56,0.69,0.2
SG4921,4921,"July 30, 2021, 12:00:00 AM",11:25,6D/QS,A High,Michael Turner,0.55,0.91,0.93,0.53
SG4922,4922,"August 07, 2021, 12:00:00 AM",22:50,AC/2S,A High,Sarah Long,0.71,1.0,0.26,0.06
SG4923,4923,"April 08, 2022, 12:00:00 AM",02:25,KS/AH,A High,Ms. Brenda Frederick,0.51,0.4,0.91,0.4
SG4924,4924,"April 21, 2022, 12:00:00 AM",03:45,8D/8S,Pair of 2s,Robert Wilson,0.78,0.89,0.48,0.86
SG4925,4925,"June 22, 2021, 12:00:00 AM",02:30,JH/KS,8 High,Charles Munoz,0.85,0.32,0.17,0.49
SG4926,4926,"April 24, 2022, 12:00:00 AM",08:00,8C/4D,8 High,Ryan Thompson,0.14,0.85,0.96,0.25
SG4927,4927,"June 19, 2021, 12:00:00 AM",20:15,5D/10D,Pair of As,Jose Small,0.28,0.72,0.36,0.82
SG4928,4928,"January 12, 2022, 12:00:00 AM",17:50,AH/7H,A High,Jennifer Reed,0.98,0.64,0.3,0.95
SG4929,4929,"November 19, 2021, 12:00:00 AM",08:40,8C/AS,A High,Donald Henson,0.23,0.02,0.85,0.24
SG4930,4930,"January 19, 2022, 12:00:00 AM",17:50,KD/JS,10 High,Malik Cooley,0.42,0.19,0.49,0.03
SG4931,4931,"February 14, 2022, 12:00:00 AM",02:40,AS/AC,Pair of As,Mary Reid,0.49,0.9,0.19,0.6
SG4932,4932,"October 12, 2021, 12:00:00 AM",14:30,KH/JD,A High,Teresa Phillips,0.3,0.3,0.51,0.89
SG4933,4933,"December 29, 2021, 12:00:00 AM",04:25,QS/3S,A High,Mrs. Martha Sanchez DDS,0.14,0.85,0.33,0.74
SG4934,4934,"October 08, 2021, 12:00:00 AM",02:10,JH/JH,8 High,Juan Meyer,0.73,0.91,0.14,0.2
SG4935,4935,"April 22, 2022, 12:00:00 AM",16:30,JC/AS,10 High,Deborah Little,0.32,0.57,0.75,0.9
SG4936,4936,"December 17, 2021, 12:00:00 AM",07:20,JD/6S,A High,William White,0.51,0.44,0.35,0.84
SG4937,4937,"June 21, 2021, 12:00:00 AM",04:15,7C/QH,8 High,Angela Torres,0.65,0.03,0.17,0.81
SG4938,4938,"May 11, 2022, 12:00:00 AM",09:30,10C/4D,Pair of As,Tanya Buck,0.71,0.57,0.83,0.45
SG4939,4939,"January 21, 2022, 12:00:00 AM",20:20,6H/9D,A High,Robert Ortiz,0.43,0.28,0.02,0.23
SG4940,4940,"September 17, 2021, 12:00:00 AM",16:05,JH/4D,8 High,Harold Reyes,0.09,0.27,0.3,0.15
SG4941,4941,"July 30, 2021, 12:00:00 AM",18:35,6S/2D,10 High,Jessica Morales,0.84,0.01,0.39,0.0
SG4942,4942,"March 16, 2022, 12:00:00 AM",23:05,8H/6C,A High,Kenneth Green,0.99,0.81,0.96,0.62
SG4943,4943,"November 09, 2021, 12:00:00 AM",20:40,8S/2H,10 High,Joseph Collins,0.87,0.07,0.93,0.78
SG4944,4944,"April 22, 2022, 12:00:00 AM",23:05,QS/QC,8 High,Nancy Mcclure,0.82,0.14,0.52,0.17
SG4945,4945,"May 07, 2022, 12:00:00 AM",13:25,9H/6H,10 High,Crystal Brown,0.89,0.98,0.61,0.71
SG4946,4946,"November 23, 2021, 12:00:00 AM",14:10,AC/9S,Pair of 2s,Charlotte Ellison,0.26,0.39,0.03,0.42
SG4947,4947,"May 24, 2022, 12:00:00 AM",11:20,7D/QC,A High,Heather Griffith,0.75,0.66,0.99,0.98
SG4948,4948,"February 04, 2022, 12:00:00 AM",14:55,6S/10S,Pair of As,Austin Wells,0.29,0.18,0.31,0.7
SG4949,4949,"October 04, 2021, 12:00:00 AM",05:30,5S/KS,Pair of As,Joseph Rhodes,0.43,0.84,0.27,0.62
SG4950,4950,"June 04, 2021, 12:00:00 AM",02:55,AH/9C,A High,Scott Ross,0.87,0.67,0.78,0.82
SG4951,4951,"December 03, 2021, 12:00:00 AM",14:25,4D/QH,Pair of 2s,Melissa Miranda,0.41,0.11,0.19,0.06
SG4952,4952,"March 12, 2022, 12:00:00 AM",07:25,AC/7D,Pair of 2s,Steven Moore,0.76,0.39,0.06,0.88
SG4953,4953,"October 04, 2021, 12:00:00 AM",12:30,2H/5D,A High,Molly Richards,0.17,0.1,0.37,0.19
SG4954,4954,"December 10, 2021, 12:00:00 AM",20:45,10S/3H,10 High,Monique Cuevas,0.68,0.49,0.09,0.58
SG4955,4955,"July 01, 2021, 12:00:00 AM",04:50,KH/6H,Pair of 2s,Fred Johnson,0.47,0.3,0.86,0.22
SG4956,4956,"December 08, 2021, 12:00:00 AM",00:10,QC/3D,A High,Jason Martin,0.03,0.02,0.5,0.11
SG4957,4957,"June 21, 2021, 12:00:00 AM",13:15,QC/2H,Pair of As,Kimberly Munoz,0.16,0.7,0.76,0.26
SG4958,4958,"December 17, 2021, 12:00:00 AM",02:35,JC/8C,A High,Kristina Ramirez,0.61,0.51,0.31,0.19
SG4959,4959,"November 21, 2021, 12:00:00 AM",05:05,QH/6C,10 High,Janet Nicholson,0.51,0.27,0.69,0.45
SG4960,4960,"September 19, 2021, 12:00:00 AM",03:05,9H/AS,8 High,Lauren Downs,0.89,0.47,0.6,0.58
SG4961,4961,"March 05, 2022, 12:00:00 AM",05:50,JS/JS,Pair of As,Wesley Adams,0.42,0.35,0.43,0.53
SG4962,4962,"January 23, 2022, 12:00:00 AM",11:35,JS/4S,Pair of As,Jacqueline Brown,0.33,0.76,0.81,0.46
